Age,Gender,ItemPurchased,Category,PurchaseAmount(USD),Location,Color,Season
60,Male,Hoodie,Clothing,97,New Hampshire,Green,Summer
43,Male,Blouse,Clothing,55,Louisiana,Beige,Spring
61,Male,Jeans,Clothing,58,Texas,Magenta,Spring
57,Male,Boots,Footwear,21,Montana,Violet,Spring
56,Male,Handbag,Accessories,82,New Hampshire,Charcoal,Summer
66,Male,Coat,Outerwear,34,South Dakota,Green,Winter
52,Male,Blouse,Clothing,78,Montana,Gray,Spring
63,Male,Handbag,Accessories,47,North Carolina,Magenta,Spring
50,Male,Sunglasses,Accessories,96,South Dakota,Silver,Summer
21,Male,Socks,Clothing,23,Maine,Beige,Fall
42,Male,Shoes,Footwear,27,Oklahoma,Peach,Winter
40,Male,Backpack,Accessories,37,Nebraska,Orange,Spring
67,Male,Scarf,Accessories,79,Illinois,Yellow,Summer
35,Male,Backpack,Accessories,40,Colorado,Violet,Summer
18,Male,Coat,Outerwear,39,Massachusetts,Green,Fall
52,Male,Hoodie,Clothing,73,Louisiana,Pink,Summer
59,Male,Gloves,Accessories,84,Massachusetts,Violet,Fall
49,Male,Shorts,Clothing,94,West Virginia,Violet,Fall
46,Male,Skirt,Clothing,47,Idaho,Pink,Spring
69,Male,Boots,Footwear,77,Ohio,Violet,Summer
56,Male,Shorts,Clothing,94,Rhode Island,Turquoise,Winter
27,Male,Handbag,Accessories,75,Illinois,Cyan,Summer
57,Male,Dress,Clothing,82,New York,Orange,Spring
58,Male,Shoes,Footwear,36,Louisiana,Cyan,Fall
23,Male,Sneakers,Footwear,90,California,Indigo,Spring
19,Male,Socks,Clothing,48,Washington,Black,Spring
40,Male,Jacket,Outerwear,42,South Dakota,Purple,Winter
54,Male,Backpack,Accessories,33,Idaho,Cyan,Summer
50,Male,Socks,Clothing,63,North Dakota,Green,Summer
69,Male,Handbag,Accessories,53,Washington,Teal,Winter
42,Male,Hat,Accessories,37,Alaska,Teal,Spring
37,Male,Blouse,Clothing,92,Kansas,Magenta,Summer
46,Male,Shorts,Clothing,73,Utah,Brown,Spring
64,Male,Shirt,Clothing,38,Wyoming,Orange,Spring
20,Male,Boots,Footwear,51,Maine,Blue,Fall
40,Male,Jacket,Outerwear,90,Michigan,Magenta,Spring
64,Male,Jacket,Outerwear,56,Illinois,Magenta,Summer
29,Male,Handbag,Accessories,33,Minnesota,Magenta,Fall
20,Male,Belt,Accessories,53,Massachusetts,Olive,Winter
43,Male,Handbag,Accessories,24,New Jersey,Cyan,Spring
60,Male,Coat,Outerwear,59,Kansas,Purple,Spring
39,Male,Sweater,Clothing,72,Kentucky,Purple,Winter
47,Male,Shorts,Clothing,28,Rhode Island,Peach,Spring
19,Male,Pants,Clothing,36,Illinois,Gold,Fall
52,Male,Jewelry,Accessories,47,Alabama,Peach,Fall
34,Male,Gloves,Accessories,62,Tennessee,Magenta,Spring
25,Male,Skirt,Clothing,98,Massachusetts,Cyan,Spring
43,Male,Sandals,Footwear,28,Texas,Violet,Summer
55,Male,Socks,Clothing,86,Nebraska,Charcoal,Summer
66,Male,Jewelry,Accessories,46,Pennsylvania,Blue,Summer
41,Male,Sunglasses,Accessories,42,Virginia,Red,Fall
47,Male,Coat,Outerwear,80,Vermont,Purple,Winter
51,Male,Belt,Accessories,39,Oklahoma,Gray,Spring
44,Male,Coat,Outerwear,49,Maine,Purple,Summer
18,Male,Scarf,Accessories,32,New Jersey,Silver,Summer
33,Male,Sandals,Footwear,73,Massachusetts,Purple,Fall
24,Male,Belt,Accessories,42,New Jersey,Charcoal,Summer
33,Male,Scarf,Accessories,58,Washington,Silver,Spring
61,Male,Jewelry,Accessories,22,Arkansas,White,Winter
27,Male,Scarf,Accessories,56,West Virginia,Peach,Spring
46,Male,Pants,Clothing,70,Delaware,Red,Spring
38,Male,Shoes,Footwear,50,Texas,Olive,Spring
63,Male,Boots,Footwear,21,Texas,Gray,Summer
47,Male,Jacket,Outerwear,97,Mississippi,Beige,Summer
42,Male,Backpack,Accessories,63,Texas,Pink,Winter
41,Male,Jacket,Outerwear,60,Virginia,Red,Fall
53,Male,Boots,Footwear,52,New Hampshire,Peach,Fall
29,Male,Shoes,Footwear,32,Minnesota,Maroon,Winter
61,Male,Belt,Accessories,48,Maryland,Purple,Spring
69,Male,Jewelry,Accessories,25,Vermont,Maroon,Summer
51,Male,Jewelry,Accessories,68,Kansas,Gray,Summer
24,Male,Pants,Clothing,74,Idaho,Gray,Fall
24,Male,T-shirt,Clothing,88,Montana,Magenta,Fall
70,Male,Shorts,Clothing,23,Oklahoma,Cyan,Spring
49,Male,Hoodie,Clothing,32,California,Silver,Fall
48,Male,Belt,Accessories,71,Mississippi,Green,Winter
58,Male,Boots,Footwear,62,California,Violet,Spring
32,Male,Hoodie,Clothing,20,New York,Magenta,Spring
57,Male,Shorts,Clothing,62,Arizona,Yellow,Spring
69,Male,Backpack,Accessories,81,Massachusetts,Gray,Winter
42,Male,Scarf,Accessories,90,Kentucky,Indigo,Winter
30,Male,Socks,Clothing,43,Vermont,Indigo,Fall
35,Male,Handbag,Accessories,38,Missouri,Yellow,Fall
19,Male,Sunglasses,Accessories,25,Michigan,Gold,Spring
52,Male,T-shirt,Clothing,98,Texas,Green,Winter
42,Male,Dress,Clothing,75,New York,Charcoal,Spring
36,Male,Sneakers,Footwear,27,New Mexico,Olive,Spring
45,Male,Sunglasses,Accessories,27,Mississippi,Black,Winter
54,Male,Blouse,Clothing,42,Washington,Silver,Fall
54,Male,T-shirt,Clothing,90,New Mexico,Red,Summer
27,Male,Hat,Accessories,63,Florida,Brown,Summer
53,Male,Shorts,Clothing,96,Minnesota,Silver,Fall
20,Male,Hoodie,Clothing,40,New Hampshire,Silver,Winter
52,Male,Socks,Clothing,39,Minnesota,Black,Fall
54,Male,Sunglasses,Accessories,48,Vermont,Purple,Fall
65,Male,Blouse,Clothing,20,Minnesota,Purple,Summer
43,Male,Jeans,Clothing,29,Massachusetts,Turquoise,Summer
57,Male,Dress,Clothing,81,Wyoming,Gold,Winter
19,Male,Dress,Clothing,98,South Dakota,Indigo,Fall
69,Male,Jeans,Clothing,93,Oklahoma,Lavender,Fall
26,Male,Socks,Clothing,30,Florida,Blue,Summer
57,Male,Sunglasses,Accessories,37,Wisconsin,Maroon,Fall
20,Male,Coat,Outerwear,28,Maine,Yellow,Winter
55,Male,Scarf,Accessories,29,Connecticut,Purple,Winter
44,Male,Backpack,Accessories,49,Delaware,Peach,Summer
52,Male,Pants,Clothing,53,North Dakota,Silver,Winter
57,Male,Gloves,Accessories,66,California,Turquoise,Summer
40,Male,Jacket,Outerwear,61,New Mexico,Olive,Spring
23,Male,Shorts,Clothing,23,Iowa,Peach,Summer
36,Male,Pants,Clothing,36,Colorado,Indigo,Fall
59,Male,Skirt,Clothing,81,Montana,Indigo,Fall
29,Male,Blouse,Clothing,56,Iowa,Maroon,Summer
63,Male,Shirt,Clothing,78,Louisiana,Black,Spring
60,Male,Jewelry,Accessories,25,Alabama,Teal,Summer
64,Male,Backpack,Accessories,86,Nevada,Olive,Fall
63,Male,Jewelry,Accessories,99,Vermont,Gold,Winter
21,Male,Belt,Accessories,83,New York,Gray,Fall
61,Male,Dress,Clothing,33,Mississippi,Orange,Winter
65,Male,Coat,Outerwear,44,South Carolina,Black,Fall
69,Male,Dress,Clothing,58,Washington,Teal,Spring
47,Male,Sweater,Clothing,54,Colorado,Beige,Spring
41,Male,Hoodie,Clothing,93,Nevada,White,Spring
68,Male,Shoes,Footwear,98,Nevada,Turquoise,Spring
41,Male,Shoes,Footwear,36,Oklahoma,Teal,Spring
42,Male,Jacket,Outerwear,68,Mississippi,Orange,Fall
66,Male,Backpack,Accessories,95,Arkansas,Black,Summer
66,Male,Jeans,Clothing,93,West Virginia,Violet,Spring
33,Male,Jacket,Outerwear,99,Michigan,Maroon,Fall
55,Male,Sunglasses,Accessories,22,Louisiana,Turquoise,Winter
58,Male,Gloves,Accessories,88,South Dakota,Gold,Fall
18,Male,Jacket,Outerwear,65,North Dakota,Turquoise,Spring
49,Male,T-shirt,Clothing,62,Arizona,Maroon,Fall
61,Male,Sandals,Footwear,55,Georgia,Purple,Spring
31,Male,Shorts,Clothing,97,Idaho,Maroon,Spring
70,Male,Handbag,Accessories,77,Louisiana,Brown,Fall
68,Male,Pants,Clothing,40,Connecticut,Indigo,Winter
27,Male,Blouse,Clothing,23,Ohio,Lavender,Winter
48,Male,Shoes,Footwear,46,Maine,Beige,Winter
63,Male,Backpack,Accessories,75,New Hampshire,Yellow,Spring
49,Male,Shoes,Footwear,76,Massachusetts,Gold,Fall
19,Male,Dress,Clothing,59,South Dakota,Indigo,Summer
30,Male,Skirt,Clothing,51,Colorado,Cyan,Summer
50,Male,Jacket,Outerwear,46,Rhode Island,Silver,Fall
66,Male,Shirt,Clothing,26,Missouri,Silver,Fall
25,Male,Hoodie,Clothing,51,Wyoming,Silver,Summer
61,Male,Scarf,Accessories,44,New Hampshire,Peach,Winter
29,Male,Skirt,Clothing,82,Maine,Pink,Spring
53,Male,Skirt,Clothing,44,Connecticut,Violet,Summer
24,Male,Scarf,Accessories,27,Alaska,Black,Fall
51,Male,Sunglasses,Accessories,90,Alaska,Purple,Fall
26,Male,Sandals,Footwear,58,North Carolina,Black,Summer
59,Male,Hoodie,Clothing,80,Colorado,Peach,Spring
41,Male,Jacket,Outerwear,40,Utah,Magenta,Winter
20,Male,Pants,Clothing,23,Alabama,Magenta,Spring
22,Male,Shirt,Clothing,34,Hawaii,Black,Spring
18,Male,Blouse,Clothing,35,New Hampshire,Pink,Winter
30,Male,Skirt,Clothing,75,Indiana,Olive,Summer
25,Male,Sunglasses,Accessories,60,Vermont,Olive,Winter
39,Male,Belt,Accessories,87,Iowa,Peach,Summer
49,Male,Gloves,Accessories,41,Maryland,Silver,Spring
25,Male,Pants,Clothing,83,New Mexico,Turquoise,Spring
23,Male,Scarf,Accessories,81,Louisiana,Olive,Spring
33,Male,T-shirt,Clothing,56,New Mexico,Lavender,Summer
60,Male,Shoes,Footwear,58,South Carolina,Red,Summer
51,Male,Pants,Clothing,84,Illinois,Gray,Spring
23,Male,Gloves,Accessories,21,Minnesota,Magenta,Fall
20,Male,Socks,Clothing,35,Oregon,Maroon,Summer
51,Male,Sneakers,Footwear,43,Tennessee,Cyan,Summer
23,Female,Shorts,Clothing,20,Maryland,Cyan,Summer
67,Female,Blouse,Clothing,36,Wisconsin,Lavender,Fall
23,Female,Coat,Outerwear,70,Idaho,Pink,Fall
26,Female,Sunglasses,Accessories,83,Wyoming,Gray,Summer
52,Female,Shorts,Clothing,76,Indiana,Yellow,Winter
52,Female,Dress,Clothing,81,Texas,Pink,Summer
52,Female,Handbag,Accessories,47,Ohio,Indigo,Summer
35,Female,Boots,Footwear,35,Kansas,Gray,Summer
24,Female,Pants,Clothing,85,South Carolina,Yellow,Spring
43,Female,Boots,Footwear,96,Michigan,Olive,Fall
25,Female,Skirt,Clothing,98,Nebraska,Cyan,Summer
46,Female,Sneakers,Footwear,52,Wisconsin,Silver,Fall
22,Female,Jewelry,Accessories,84,Illinois,Silver,Winter
70,Female,T-shirt,Clothing,71,Louisiana,Red,Winter
49,Female,Sandals,Footwear,95,Ohio,Brown,Winter
48,Female,Boots,Footwear,47,Maryland,Orange,Summer
59,Female,Coat,Outerwear,75,Texas,Black,Summer
39,Female,Belt,Accessories,28,Illinois,Teal,Spring
30,Female,Sunglasses,Accessories,44,Pennsylvania,Yellow,Fall
37,Female,Sandals,Footwear,64,Alabama,Gray,Winter
56,Female,Boots,Footwear,28,West Virginia,Maroon,Spring
67,Female,Hoodie,Clothing,21,Nevada,Olive,Summer
40,Female,Hat,Accessories,41,Florida,Charcoal,Fall
24,Female,Shorts,Clothing,38,Virginia,Peach,Winter
43,Female,Backpack,Accessories,77,Kentucky,Maroon,Spring
45,Female,Shorts,Clothing,43,Connecticut,Olive,Spring
33,Female,Belt,Accessories,91,Montana,Magenta,Spring
53,Female,Shorts,Clothing,68,Montana,Yellow,Spring
44,Female,Socks,Clothing,37,Nebraska,Indigo,Fall
23,Female,Shoes,Footwear,23,Massachusetts,Olive,Summer
59,Female,Sneakers,Footwear,65,North Carolina,Maroon,Winter
68,Female,Backpack,Accessories,30,Montana,Indigo,Summer
46,Female,Dress,Clothing,45,Washington,Gray,Summer
56,Female,Boots,Footwear,25,Virginia,Gray,Winter
40,Female,Socks,Clothing,72,Georgia,Black,Winter
61,Female,Dress,Clothing,75,Delaware,White,Fall
53,Female,Handbag,Accessories,63,West Virginia,Turquoise,Spring
29,Female,Blouse,Clothing,35,Wyoming,Orange,Fall
44,Female,Belt,Accessories,32,New Mexico,Yellow,Summer
43,Female,Pants,Clothing,25,Nebraska,Blue,Winter
40,Female,Sneakers,Footwear,90,Washington,Violet,Spring
55,Female,Boots,Footwear,70,Hawaii,Lavender,Summer
66,Female,Sunglasses,Accessories,27,Louisiana,Olive,Spring
50,Female,Hat,Accessories,92,Tennessee,Orange,Fall
57,Female,Coat,Outerwear,20,South Dakota,White,Spring
42,Female,Jacket,Outerwear,52,Delaware,Red,Winter
55,Female,Hoodie,Clothing,57,Virginia,Magenta,Summer
25,Female,Boots,Footwear,96,Utah,Violet,Fall
22,Female,T-shirt,Clothing,68,California,Olive,Winter
49,Female,Sweater,Clothing,30,Idaho,Silver,Summer
70,Female,Shoes,Footwear,37,Texas,Gray,Fall
56,Female,Scarf,Accessories,42,Tennessee,Olive,Winter
52,Female,Dress,Clothing,54,Tennessee,Beige,Spring
65,Female,Jacket,Outerwear,81,Washington,Turquoise,Spring
24,Female,Shoes,Footwear,40,Alabama,Blue,Spring
32,Female,Backpack,Accessories,88,Nebraska,Pink,Fall
57,Female,Dress,Clothing,94,Alabama,Teal,Summer
35,Female,Shirt,Clothing,54,Illinois,Cyan,Winter
69,Female,Jacket,Outerwear,51,Wisconsin,Purple,Summer
30,Female,Sunglasses,Accessories,22,Nebraska,Red,Spring
37,Female,Jacket,Outerwear,95,North Dakota,Brown,Fall
19,Female,Coat,Outerwear,57,Mississippi,Magenta,Fall
53,Female,Sweater,Clothing,45,Iowa,Olive,Winter
25,Female,Sneakers,Footwear,92,Mississippi,Pink,Winter
47,Female,Shoes,Footwear,40,Colorado,Black,Spring
18,Female,Sunglasses,Accessories,62,Nebraska,Beige,Winter
22,Female,Shorts,Clothing,90,Virginia,Peach,Winter
69,Female,Hoodie,Clothing,82,Louisiana,Peach,Fall
55,Female,Scarf,Accessories,52,Maryland,Peach,Spring
19,Female,Sandals,Footwear,70,Minnesota,Teal,Spring
23,Female,Hat,Accessories,83,Maine,Green,Spring
54,Female,Shoes,Footwear,49,Texas,Brown,Summer
52,Female,Sneakers,Footwear,91,Missouri,Brown,Spring
64,Female,Backpack,Accessories,99,Mississippi,Violet,Summer
33,Female,Belt,Accessories,92,Michigan,Blue,Winter
40,Female,Shirt,Clothing,87,Colorado,Charcoal,Winter
26,Female,Skirt,Clothing,28,Florida,Pink,Winter
31,Female,Gloves,Accessories,71,Montana,Violet,Summer
23,Female,Gloves,Accessories,32,Wisconsin,Teal,Winter
52,Female,Handbag,Accessories,33,Wisconsin,Red,Summer
21,Female,Socks,Clothing,75,Delaware,Orange,Winter
31,Female,Backpack,Accessories,83,North Carolina,Magenta,Summer
63,Female,Jeans,Clothing,93,New York,Yellow,Summer
46,Female,Skirt,Clothing,29,California,Yellow,Spring
44,Female,Hoodie,Clothing,25,Montana,Pink,Spring
57,Female,Jewelry,Accessories,76,North Carolina,Indigo,Spring
50,Female,Sneakers,Footwear,81,Ohio,Charcoal,Summer
33,Female,Shirt,Clothing,80,Alaska,Blue,Winter
19,Female,Sunglasses,Accessories,70,Pennsylvania,Lavender,Summer
68,Female,Dress,Clothing,81,Maine,Yellow,Fall
27,Female,Shoes,Footwear,86,Texas,Black,Spring
61,Female,Belt,Accessories,94,New Jersey,Beige,Fall
38,Female,Shirt,Clothing,66,Wyoming,Silver,Winter
28,Female,Boots,Footwear,98,Michigan,Magenta,Summer
39,Female,Hoodie,Clothing,25,Ohio,Orange,Fall
18,Female,Jeans,Clothing,62,West Virginia,Teal,Winter
24,Female,Jacket,Outerwear,98,Virginia,Turquoise,Spring
64,Female,Jacket,Outerwear,53,Vermont,Cyan,Spring
51,Female,Sandals,Footwear,66,Alaska,Pink,Spring
27,Female,Dress,Clothing,52,Minnesota,Indigo,Fall
48,Female,Sweater,Clothing,64,Colorado,Peach,Winter
69,Female,Gloves,Accessories,59,Rhode Island,Beige,Spring
59,Female,Sunglasses,Accessories,61,New Jersey,Gold,Summer
59,Female,Belt,Accessories,97,Nevada,Indigo,Winter
42,Female,Hat,Accessories,23,Minnesota,Violet,Winter
39,Female,Hat,Accessories,98,Delaware,Brown,Fall
32,Female,Blouse,Clothing,98,Illinois,Purple,Summer
68,Female,Shoes,Footwear,59,Washington,Turquoise,Summer
41,Female,Skirt,Clothing,82,Alaska,Violet,Fall
31,Female,Sneakers,Footwear,82,Michigan,Purple,Fall
58,Female,T-shirt,Clothing,41,Georgia,Charcoal,Fall
28,Female,Handbag,Accessories,52,West Virginia,Green,Fall
63,Female,Sweater,Clothing,41,Arizona,White,Spring
64,Female,Gloves,Accessories,70,Colorado,Purple,Summer
66,Female,Dress,Clothing,91,Tennessee,Cyan,Winter
31,Female,Dress,Clothing,95,Iowa,Green,Spring
55,Female,Blouse,Clothing,25,Kansas,Beige,Spring
32,Female,Shirt,Clothing,89,Oklahoma,Lavender,Fall
50,Female,Boots,Footwear,44,Nebraska,Blue,Fall
58,Female,Jacket,Outerwear,52,Maryland,Beige,Summer
18,Female,Backpack,Accessories,94,Pennsylvania,Blue,Spring
39,Female,Pants,Clothing,98,Arizona,Maroon,Spring
56,Female,Boots,Footwear,40,Oklahoma,Yellow,Fall
37,Female,Socks,Clothing,25,Montana,Red,Fall
46,Female,Scarf,Accessories,62,Wyoming,Green,Fall
52,Female,Blouse,Clothing,24,Idaho,Magenta,Fall
70,Female,Belt,Accessories,57,Pennsylvania,Yellow,Spring
61,Female,Sunglasses,Accessories,66,Montana,Blue,Winter
33,Female,Boots,Footwear,70,Ohio,Charcoal,Winter
65,Female,Sandals,Footwear,39,Mississippi,Blue,Spring
41,Female,Gloves,Accessories,34,Idaho,Cyan,Spring
19,Female,Skirt,Clothing,38,Virginia,Silver,Spring
33,Female,Skirt,Clothing,70,Idaho,Black,Winter
53,Female,Blouse,Clothing,80,Louisiana,Green,Summer
54,Female,Handbag,Accessories,51,Colorado,Violet,Spring
36,Female,Boots,Footwear,79,West Virginia,Pink,Spring
56,Female,Boots,Footwear,92,Rhode Island,Olive,Summer
28,Female,Sweater,Clothing,85,North Carolina,Orange,Fall
34,Female,Socks,Clothing,63,Maine,Black,Spring
43,Female,Gloves,Accessories,60,Iowa,Yellow,Fall
54,Female,Shorts,Clothing,44,Kentucky,Violet,Winter
37,Female,Boots,Footwear,57,Massachusetts,Silver,Spring
33,Female,Jacket,Outerwear,24,New York,Gold,Fall
33,Female,Scarf,Accessories,35,Nebraska,Magenta,Winter
55,Female,Jacket,Outerwear,73,Oklahoma,Red,Winter
63,Female,Jewelry,Accessories,42,Oklahoma,Green,Winter
52,Female,Hoodie,Clothing,20,Rhode Island,Red,Winter
23,Female,T-shirt,Clothing,89,Maine,Pink,Spring
70,Female,Shirt,Clothing,76,Arkansas,Violet,Fall
64,Female,Shirt,Clothing,56,New Mexico,Indigo,Winter
22,Female,Coat,Outerwear,100,Hawaii,Red,Fall
46,Female,T-shirt,Clothing,44,Idaho,Violet,Winter
65,Female,Hoodie,Clothing,76,South Carolina,Cyan,Spring
18,Female,Sunglasses,Accessories,97,Nevada,Black,Fall
45,Female,Blouse,Clothing,39,South Carolina,Purple,Spring
56,Female,Hoodie,Clothing,100,Maryland,Charcoal,Spring
49,Female,Skirt,Clothing,62,Tennessee,Beige,Spring
66,Female,Shorts,Clothing,98,Arkansas,Teal,Summer
27,Female,Jeans,Clothing,31,Arizona,Purple,Summer
69,Female,Jacket,Outerwear,89,Ohio,Blue,Fall
66,Female,Hoodie,Clothing,91,North Dakota,Magenta,Fall
45,Female,Shirt,Clothing,50,Vermont,Maroon,Summer
31,Female,T-shirt,Clothing,32,Minnesota,Gold,Winter
33,Female,Blouse,Clothing,67,Idaho,Black,Fall
43,Female,Skirt,Clothing,28,Maryland,Black,Spring
25,Female,Backpack,Accessories,65,South Carolina,Yellow,Winter
46,Female,Shorts,Clothing,73,California,Turquoise,Fall
67,Female,Shirt,Clothing,27,Georgia,Lavender,Spring
26,Female,Backpack,Accessories,89,Vermont,Yellow,Summer
35,Female,Shoes,Footwear,72,Georgia,Olive,Summer
61,Female,Skirt,Clothing,37,New Jersey,Brown,Fall
26,Female,Dress,Clothing,63,Utah,Olive,Summer
39,Female,Hat,Accessories,90,Utah,Purple,Fall
69,Female,Handbag,Accessories,62,North Carolina,Yellow,Winter
32,Female,Handbag,Accessories,43,Florida,Brown,Fall
20,Female,Blouse,Clothing,96,Wisconsin,Magenta,Fall
25,Female,Scarf,Accessories,83,Tennessee,Lavender,Fall
56,Female,Jewelry,Accessories,67,Arizona,Teal,Fall
63,Female,Skirt,Clothing,90,Oregon,Cyan,Spring
34,Female,Hoodie,Clothing,53,Virginia,Pink,Winter
29,Female,Scarf,Accessories,37,Maryland,Magenta,Summer
43,Female,Jeans,Clothing,56,Arkansas,Teal,Fall
39,Female,Jacket,Outerwear,43,Texas,Indigo,Fall
33,Female,T-shirt,Clothing,84,Vermont,Pink,Winter
51,Female,Pants,Clothing,50,Wyoming,Charcoal,Winter
65,Female,Shoes,Footwear,88,Alabama,Brown,Summer
51,Female,Jacket,Outerwear,50,Maine,Blue,Fall
70,Female,Scarf,Accessories,80,South Dakota,Teal,Summer
40,Female,T-shirt,Clothing,47,West Virginia,Pink,Spring
19,Female,Dress,Clothing,33,Ohio,Magenta,Winter
28,Female,Coat,Outerwear,100,Arizona,Green,Fall
51,Female,Sweater,Clothing,26,Ohio,White,Summer
32,Female,Hat,Accessories,79,New Mexico,Indigo,Summer
26,Female,Backpack,Accessories,77,South Dakota,Lavender,Summer
50,Female,Socks,Clothing,36,Oklahoma,Black,Fall
68,Female,Jewelry,Accessories,21,Connecticut,Charcoal,Winter
33,Female,Boots,Footwear,72,Wisconsin,Gray,Fall
56,Female,Coat,Outerwear,25,New Hampshire,Gold,Spring
57,Female,Sweater,Clothing,79,Nebraska,Silver,Spring
58,Female,Blouse,Clothing,73,Nevada,Teal,Summer
40,Female,Belt,Accessories,71,New York,Magenta,Spring
37,Female,Hat,Accessories,48,Pennsylvania,Magenta,Winter
36,Female,Sandals,Footwear,28,Delaware,Beige,Fall
29,Female,Boots,Footwear,95,Mississippi,Maroon,Winter
65,Female,Jacket,Outerwear,48,Iowa,Indigo,Winter
44,Female,Dress,Clothing,93,Utah,Maroon,Spring
34,Female,Jeans,Clothing,87,Maryland,Teal,Summer
31,Female,Shorts,Clothing,32,Utah,Yellow,Fall
28,Female,Shirt,Clothing,38,Rhode Island,Gold,Spring
66,Female,Coat,Outerwear,54,Maryland,Teal,Fall
68,Female,Coat,Outerwear,75,Hawaii,Violet,Summer
37,Female,T-shirt,Clothing,56,Connecticut,Yellow,Fall
58,Female,Sweater,Clothing,43,Illinois,Maroon,Fall
28,Female,Skirt,Clothing,97,California,Silver,Fall
54,Female,Blouse,Clothing,75,Connecticut,Violet,Summer
21,Female,Sneakers,Footwear,55,Colorado,White,Summer
45,Female,Backpack,Accessories,49,Colorado,Black,Winter
57,Female,Socks,Clothing,58,Georgia,White,Summer
47,Female,Jewelry,Accessories,34,North Dakota,Blue,Winter
46,Female,Shorts,Clothing,43,Idaho,Black,Summer
63,Female,Jewelry,Accessories,48,Connecticut,Olive,Fall
44,Female,Sweater,Clothing,40,Montana,Teal,Spring
36,Female,Shirt,Clothing,29,Colorado,Silver,Summer
24,Female,Pants,Clothing,81,Kentucky,Pink,Fall
65,Female,Hoodie,Clothing,84,New Mexico,Charcoal,Spring
32,Female,Socks,Clothing,46,New Jersey,Silver,Summer
63,Female,Dress,Clothing,86,California,Turquoise,Summer
62,Female,Blouse,Clothing,57,North Dakota,Turquoise,Winter
19,Female,Skirt,Clothing,61,Florida,Beige,Winter
38,Female,Backpack,Accessories,90,Texas,Cyan,Winter
59,Female,Blouse,Clothing,51,Oklahoma,Gold,Winter
22,Female,Socks,Clothing,48,Rhode Island,Silver,Spring
55,Female,Boots,Footwear,50,Arkansas,Purple,Summer
29,Female,Backpack,Accessories,82,Nevada,Yellow,Summer
42,Female,Hat,Accessories,33,Utah,Blue,Spring
23,Female,Sandals,Footwear,28,Kentucky,Blue,Winter
70,Female,Hoodie,Clothing,42,Wisconsin,Green,Spring
64,Female,Sunglasses,Accessories,43,Minnesota,Charcoal,Fall
39,Female,Jeans,Clothing,55,North Dakota,Violet,Winter
47,Female,T-shirt,Clothing,73,Ohio,Black,Winter
22,Female,Dress,Clothing,39,Nevada,Teal,Spring
69,Female,Belt,Accessories,20,Kentucky,Orange,Spring
35,Female,Jewelry,Accessories,32,Kentucky,Brown,Spring
56,Female,Hoodie,Clothing,86,Montana,Green,Summer
